Id,Name,Behavior Varation Id,Ai Think Id,Name Id,English Name,Turn Velocity,Hit Height,Hit Radius,Weight,Hit Y Offset,Hp,Mp,Souls,Item Lots 1,Item Lots 2,Item Lots 3,Item Lots 4,Item Lots 5,Item Lots 6,Humanity Lot Id,Special Effect Id 0,Special Effect Id 1,Special Effect Id 2,Special Effect Id 3,Special Effect Id 4,Special Effect Id 5,Special Effect Id 6,Special Effect Id 7,Game Clear Special Effect ID,Physical Guard Cut Rate,Magical Guard Cut Rate,Fire Guard Cut Rate,Lightning Guard Cut Rate,Animation Id Offset,Move Animation Id,SpMoveAnimId1,SpMoveAnimId2,Network Warp Distance,Debug Behavior R1,Debug Behavior L1,Debug Behavior R2,Debug Behavior L2,Debug Behavior RL,Debug Behavior RR,Debug Behavior RD,Debug Behavior RU,Debug Behavior LL,Debug Behavior LR,Debug Behavior LD,Debug Behavior LU,Animation Id Offset 2,Parts Damage Rate 1,Parts Damage Rate 2,Parts Damage Rate 3,Parts Damage Rate 4,Parts Damage Rate 5,Parts Damage Rate 6,Parts Damage Rate 7,Parts Damage Rate 8,Weak Parts Damage Rate,Super Armor Recover Correction,Super Armor Brake Knockback Distance,Stamina,Stamina Recovery Base Rate,Physical Defense,Slash Defense,Blow Defense,Thrust Defense,Magic Defense,Fire Defense,Lightning Defense,Defense Flick Power,Resist Poison,Resist Disease,Resist Bleed,Resist Curse,Ghost Model Id,Normal Change Resource Id,Guard Angle,Slash Guard Cut Rate,Blow Guard Cut Rate,Thrust Guard Cut Rate,Super Armor Durability,Normal Change Tex Chr Id,Drop Type,Knockback Rate,Knockback Param Id,Fall Damage Dump,Stamina Guard Def,Pc Attr B,Pc Attr W,Pc Attr L,Pc Attr R,Area Attr B,Area Attr W,Area Attr L,Area Attr R,Mp Recover Base Vel,Flick Damage Cut Rate,Default Lod Param Id,Draw Type,Npc Type,Team Type,Move Type,Lock Dist,Material,Material Sfx,Material Weak,Material Sfx Weak,Parts Damage Type,Max Unduration Ang,Guard Level,Burn Sfx Type,Poison Guard Resist,Disease Guard Resist,Bleed Guard Resist,Curse Guard Resist,Parry Attack,Parry Defense,Sfx Size,Push Out Cam Region Radius,Hit Stop Type,Ladder End Check Offset Top,Ladder End Check Offset Low,Use Ragdoll Camera Hit,Disable Cloth Rigid Hit,Use Ragdoll,Is Demon,Is Ghost,Is No Damage Motion,Is Unduration,Is Change Wander Ghost,Model Display Mask 0,Model Display Mask 1,Model Display Mask 2,Model Display Mask 3,Model Display Mask 4,Model Display Mask 5,Model Display Mask 6,Model Display Mask 7,Model Display Mask 8,Model Display Mask 9,Model Display Mask 10,Model Display Mask 11,Model Display Mask 12,Model Display Mask 13,Model Display Mask 14,Model Display Mask 15,Is Enable Neck Turn,Disable Respawn,Is Move Animation Wait,Is Crowd,Is Weak Saint,Is Weak A,Is Weak B,Vow Type,Disable Initialize Dead,Translated Name,Japanese Name
257002,Heavy Knight with Greatsword (at Undead Parish) - Black Soul,25700,257000,0,,120,2.5,0.6,100,0,310,0,800,25700200,-1,-1,-1,-1,-1,5250,5333,5360,0,81111,7003,0,7100,71111,7403,95,70,90,70,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,3008,0,1,1,1,1,1,1,1,1,1.1,0,1,200,40,128,0,0,0,93,102,77,5,72,72,190,0,-1,-1,0,0,0,0,130,-1,1,50,0,75,0,0,0,0,0,0,0,0,0,10,50,11,2,0,0,3,0,56,56,63,63,0,0,4,0,90,90,100,70,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"1 , after the castle 's immortality (heavy knight - DAIKEN Seoul Black )",城下１・後　不死人（重騎士・大剣　ソウルブラック）
257010,Heavy Knight with Greatsword (at Sen's Fortress),25700,257000,0,,120,2.5,0.6,100,0,310,0,800,25701000,-1,-1,-1,-1,-1,5240,5333,5360,0,81111,7009,0,0,71111,7409,95,70,90,70,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,3008,0,1,1,1,1,1,1,1,1,1.1,0,1,200,40,128,0,0,0,93,102,77,5,72,72,190,0,-1,-1,0,0,0,0,130,-1,1,50,0,75,0,0,0,0,0,0,0,0,0,10,50,11,0,0,0,3,0,56,56,63,63,0,0,4,0,90,90,100,70,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1 person immortality Ojo (heavy knight - Dyken ),王城１　不死人（重騎士・大剣）
257011,Heavy Knight with Mace (at Sen's Fortress),25700,257001,0,,120,2.5,0.6,100,0,310,0,800,25701100,-1,-1,-1,-1,-1,5240,5333,5360,0,81111,7009,0,0,71111,7409,95,70,90,70,10000,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.1,0,1,200,40,128,0,0,0,93,102,77,5,72,72,190,0,-1,-1,0,0,0,0,130,-1,1,50,0,75,0,0,0,0,0,0,0,0,0,10,50,11,0,0,0,3,0,56,56,63,63,0,0,4,0,90,90,100,70,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"1 person immortality Ojo (heavy knight , large Mace )",王城１　不死人（重騎士・大メイス）
257012,Heavy Knight with Greatsword (at Sen's Fortress) - Black Soul,25700,257000,0,,120,2.5,0.6,100,0,310,0,800,25701200,-1,-1,-1,-1,-1,5250,5333,5360,0,81111,7009,0,7100,71111,7409,95,70,90,70,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,3008,0,1,1,1,1,1,1,1,1,1.1,0,1,200,40,128,0,0,0,93,102,77,5,72,72,190,0,-1,-1,0,0,0,0,130,-1,1,50,0,75,0,0,0,0,0,0,0,0,0,10,50,11,2,0,0,3,0,56,56,63,63,0,0,4,0,90,90,100,70,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1 person immortality Ojo (heavy knight - DAIKEN Seoul Black ),王城１　不死人（重騎士・大剣　ソウルブラック）
257020,Heavy Knight with Greatsword (at Painted World of Ariamis),25700,257000,0,,120,2.5,0.6,100,0,310,0,1300,25702000,-1,-1,-1,-1,-1,5240,5333,5360,0,81111,7014,0,0,71111,7414,95,70,90,70,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,3008,90000,1,1,1,1,1,1,1,1,1.1,0,1,200,40,128,0,0,0,93,102,77,5,72,72,190,0,-1,-1,0,0,0,0,130,-1,1,50,0,75,0,0,0,0,0,0,0,0,0,10,50,11,0,0,0,3,0,56,56,63,63,0,0,4,0,90,90,100,70,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Immortality immortality Institute 's (heavy knight - Dyken ),不死院　不死人（重騎士・大剣）
257021,Heavy Knight with Large Mace (at Painted World of Ariamis),25700,257001,0,,120,2.5,0.6,100,0,310,0,1300,25702100,-1,-1,-1,-1,-1,5240,5333,5360,0,81111,7014,0,0,71111,7414,95,70,90,70,10000,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.1,0,1,200,40,128,0,0,0,93,102,77,5,72,72,190,0,-1,-1,0,0,0,0,130,-1,1,50,0,75,0,0,0,0,0,0,0,0,0,10,50,11,0,0,0,3,0,56,56,63,63,0,0,4,0,90,90,100,70,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Immortality immortality Institute 's (heavy knight , large Mace )",不死院　不死人（重騎士・大メイス）
257022,Heavy Knight with Greatsword (at Painted World of Ariamis) - Black soul,25700,257000,0,,120,2.5,0.6,100,0,310,0,1300,25702200,-1,-1,-1,-1,-1,5250,5333,5360,0,81111,7014,0,7100,71111,7414,95,70,90,70,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,3008,0,1,1,1,1,1,1,1,1,1.1,0,1,200,40,128,0,0,0,93,102,77,5,72,72,190,0,-1,-1,0,0,0,0,130,-1,1,50,0,75,0,0,0,0,0,0,0,0,0,10,50,11,2,0,0,3,0,56,56,63,63,0,0,4,0,90,90,100,70,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Immortality immortality Institute 's (heavy knight - DAIKEN Seoul Black ),不死院　不死人（重騎士・大剣　ソウルブラック）
264000,Andre of Astora (at Undead Parish),26400,264000,0,,180,1.9,0.4,100,0,888,0,1000,26400000,-1,-1,-1,-1,-1,-1,5333,5360,0,0,7003,0,0,71110,7403,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,0,1,100,40,87,-25,0,0,65,61,65,0,75,75,75,0,-1,-1,0,0,0,0,100,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,2,2,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,"1 , after the blacksmith Andre castle",城下１・後　鍛冶屋アンドレ
265000,1 immortality Cemetery ( grave keeper ),26500,265000,0,,180,1.9,0.4,100,0,242,0,1000,26500000,-1,-1,-1,-1,-1,5250,0,0,0,81111,7007,0,0,71111,7407,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,73,0,0,0,55,58,55,0,94,94,69,0,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1 immortality Cemetery ( grave keeper ),墓地１　不死人（墓守）
266000,2 people immortality castle ( cock ),26600,266000,0,,180,1.7,0.5,100,0,480,0,1000,26600000,-1,-1,-1,-1,-1,5260,5308,5360,0,81111,7004,0,0,71111,7404,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,3008,0,1,1,1,1,1,1,1,1,1.5,0,1,100,40,81,25,-25,0,61,81,61,0,76,76,72,0,-1,-1,0,0,0,0,100,-1,0,25,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,2 people immortality castle ( cock ),城下２　不死人（コック）
266001,2 people immortality castle ( Seoul cock Black ),26600,266000,0,,180,1.7,0.5,100,0,480,0,150,26600000,-1,-1,-1,-1,-1,5270,5308,5360,0,81111,7004,0,7100,71111,7404,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,3008,0,1,1,1,1,1,1,1,1,1.5,0,1,100,40,81,25,-25,0,61,81,61,0,76,76,72,0,-1,-1,0,0,0,0,100,-1,1,25,0,75,0,0,0,0,0,0,0,0,0,10,0,11,2,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2 people immortality castle ( Seoul cock Black ),城下２　不死人（コック　ソウルブラック）
267000,Dead man abyss,26700,267000,0,,180,1.9,0.1,100,0,136,0,200,26700000,-1,-1,-1,-1,-1,-1,0,0,90000,80000,7007,0,0,71110,7407,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,81,0,0,0,61,41,162,0,999,999,999,0,-1,-1,0,0,0,0,0,-1,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,6,0,71,71,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Dead man abyss,深淵　死霊男
268000,Dead woman abyss,26800,268000,0,,180,1.9,0.1,100,0,171,0,400,26800000,-1,-1,-1,-1,-1,-1,0,0,90000,80000,7007,0,0,71110,7407,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,83,0,0,0,62,42,166,0,999,999,999,0,-1,-1,0,0,0,0,0,-1,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,6,0,71,71,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Dead woman abyss,深淵　死霊女
269000,1 A snake who Ojo,26900,269000,0,,120,2.2,0.5,100,0,215,0,500,26900000,-1,-1,-1,-1,-1,-1,5308,5364,0,0,7009,0,0,71110,7409,85,70,65,80,0,100,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,0,1,100,40,154,0,0,0,79,69,66,0,145,145,74,0,-1,-1,0,0,0,0,45,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,4,0,75,75,75,70,0,0,0,0,0,12,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1 A snake who Ojo,王城１　蛇人A
269001,Crystal Tower snake 's A ( guards ),26900,269000,0,,120,2.2,0.5,100,0,1,0,500,26900100,-1,-1,-1,-1,-1,-1,5300,0,0,0,7014,0,0,71110,7414,0,0,0,0,10000,100,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,0,1,100,40,154,0,0,0,82,69,66,0,145,145,74,0,-1,-1,0,0,0,0,45,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Crystal Tower snake 's A ( guards ),結晶塔　蛇人A（看守）
269002,Crystal Tower A snake people,26900,269000,0,,120,2.2,0.5,100,0,215,0,500,26900200,-1,-1,-1,-1,-1,-1,5308,5364,0,0,7014,0,0,71110,7414,85,70,65,80,0,100,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,0,1,100,40,154,0,0,0,82,69,66,0,145,145,74,0,-1,-1,0,0,0,0,45,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,4,0,75,75,75,70,0,0,0,0,0,12,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Crystal Tower A snake people,結晶塔　蛇人A
269003,1 A snake 's royal castle ( strong),26900,269000,0,,120,2.2,0.5,100,0,215,0,500,26900300,-1,-1,-1,-1,-1,-1,5308,5364,0,0,7011,0,0,71110,7411,85,70,65,80,0,100,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,0,1,100,40,154,0,0,0,79,69,66,0,145,145,74,0,-1,-1,0,0,0,0,45,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,4,0,75,75,75,70,0,0,0,0,0,12,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1 A snake 's royal castle ( strong),王城１　蛇人A（強）
269004,1 A snake 's royal castle ( Soul Black),26900,269000,0,,120,2.2,0.5,100,0,215,0,500,26900000,-1,-1,-1,-1,-1,-1,5308,5364,0,0,7009,0,7100,71110,7409,85,70,65,80,0,100,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,0,1,100,40,154,0,0,0,79,69,66,0,145,145,74,0,-1,-1,0,0,0,0,45,-1,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,2,0,0,3,0,59,59,60,60,0,0,4,0,75,75,75,70,0,0,0,0,0,12,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1 A snake 's royal castle ( Soul Black),王城１　蛇人A（ソウルブラック）
270000,1 snake 's B Ojo,27000,270000,0,,120,2.1,0.5,100,0,145,0,500,27000000,-1,-1,-1,-1,-1,-1,0,0,0,0,7009,0,0,71110,7409,0,0,0,0,0,100,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,701,700,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,146,0,0,0,74,65,62,0,145,145,74,0,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1 snake 's B Ojo,王城１　蛇人B
270001,Crystal Tower snake 's B ( warden ),27000,270000,0,,120,2.1,0.5,100,0,145,0,2000,27000100,-1,-1,-1,-1,-1,-1,0,0,0,0,7014,0,0,71110,7414,0,0,0,0,0,100,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,701,700,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,146,0,0,0,77,65,62,0,145,145,74,0,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Crystal Tower snake 's B ( warden ),結晶塔　蛇人B（看守長）
270002,1 snake 's B Ojo ( Soul Black ),27000,270000,0,,120,2.1,0.5,100,0,145,0,500,27000000,-1,-1,-1,-1,-1,-1,0,0,0,0,7009,0,7100,71110,7409,0,0,0,0,0,100,102,100,16,3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,701,700,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,146,0,0,0,74,65,62,0,145,145,74,0,-1,-1,0,0,0,0,0,-1,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,2,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1 snake 's B Ojo ( Soul Black ),王城１　蛇人B（ソウルブラック）
271000,Crystal Tower Crystal guard,27100,271000,0,,90,3,0.6,500,0,272,0,1200,27100000,-1,-1,-1,-1,-1,-1,5320,5360,90001,0,7014,0,0,71110,7414,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,1,100,40,135,0,-25,0,270,108,88,5,999,999,999,0,-1,-1,0,0,0,0,120,-1,1,100,0,75,0,0,0,0,0,0,0,0,0,10,50,11,0,0,0,3,0,72,72,72,72,0,0,0,0,0,0,0,0,0,0,2,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Crystal Tower Crystal guard,結晶塔　クリスタルガード
271001,"Darkroot Garden , previous crystal guard",27100,271000,0,,90,3,0.6,500,0,272,0,200,27100100,-1,-1,-1,-1,-1,-1,5320,5360,90001,0,7005,0,0,71110,7405,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,1,100,40,135,0,-25,0,270,108,88,5,999,999,999,0,-1,-1,0,0,0,0,120,-1,1,100,0,75,0,0,0,0,0,0,0,0,0,10,50,11,0,0,0,3,0,72,72,72,72,0,0,0,0,0,0,0,0,0,0,2,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Moriniwa , previous crystal guard",森庭・前　クリスタルガード
271002,Crystal Tower Crystal Guard ( Soul Black),27100,271000,0,,90,3,0.6,500,0,272,0,1200,27100000,-1,-1,-1,-1,-1,-1,5320,5360,90001,0,7014,0,7100,71110,7414,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,1,100,40,135,0,-25,0,270,108,88,5,999,999,999,0,-1,-1,0,0,0,0,120,-1,1,100,0,75,0,0,0,0,0,0,0,0,0,10,50,11,2,0,0,3,0,72,72,72,72,0,0,0,0,0,0,0,0,0,0,2,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Crystal Tower Crystal Guard ( Soul Black),結晶塔　クリスタルガード（ソウルブラック）
271100,Darkroot Garden - guard before Crystal ( Amber ),27110,271100,0,,90,4,0.9,800,0,544,0,1500,27110000,-1,-1,-1,-1,-1,-1,5320,5360,90001,0,7005,0,0,71110,7405,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,3008,703,701,700,0,1,1,1,1,1,1,1,1,1,0,1,100,40,145,0,-25,0,725,145,94,5,999,999,999,0,-1,-1,0,0,0,0,130,-1,1,100,0,75,0,0,0,0,0,0,0,0,0,10,50,11,0,0,0,3,0,72,72,72,72,0,0,0,0,0,0,0,0,0,0,2,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Moriniwa - guard before Crystal ( Amber ),森庭・前　クリスタルガード（琥珀）
